n,k,nu,strategy,trial,seed,t,potential,expectation_upper_bound,kernel_trace,orthogonality_error,total_queries_in_run
72,3,8,krylov,7,722355,9,0.5678532663667141,4.0,0.2866781717499005,2.8088338988521203e-16,18
72,3,8,krylov,7,722355,10,0.6100099830018765,4.444444444444445,0.3151686644637954,2.8101045875732316e-16,18
72,3,8,krylov,7,722355,11,0.6393296063493605,4.888888888888889,0.3357037187381843,2.8480295492181173e-16,18
72,3,8,krylov,7,722355,12,0.6627861765890823,5.333333333333333,0.3525714465644171,2.877047717594689e-16,18
72,3,8,krylov,7,722355,13,0.6835644607831509,5.777777777777778,0.3678472861289156,2.952288749591948e-16,18
72,3,8,krylov,7,722355,14,0.7078446662935747,6.222222222222222,0.3861045186569893,2.976400476170835e-16,18
72,3,8,krylov,7,722355,15,0.7485220558847776,6.666666666666667,0.41770256994713967,3.580787829622249e-16,18
72,3,8,krylov,7,722355,16,0.787728107237942,7.111111111111111,0.4493985854891387,3.591541513531668e-16,18
72,3,8,krylov,7,722355,17,0.8383110633739318,7.555555555555555,0.49217178060820177,4.690430806166523e-16,18
72,3,8,krylov,7,722355,18,0.8768375693472141,8.0,0.5262327923442931,4.71963405480489e-16,18
72,3,8,reply_null,0,722356,0,0.0,0.0,0.0,0.0,18
72,3,8,reply_null,0,722356,1,0.0469472310452759,0.4444444444444444,0.018025013338525575,0.0,18
72,3,8,reply_null,0,722356,2,0.12916434607330235,0.8888888888888888,0.05137716457255208,2.229086047453109e-16,18
72,3,8,reply_null,0,722356,3,0.30036507068993784,1.3333333333333333,0.12278953894798111,2.229221562193183e-16,18
72,3,8,reply_null,0,722356,4,0.6192599882549825,1.7777777777777777,0.2647843904689732,3.345524859046038e-16,18
72,3,8,reply_null,0,722356,5,0.6308211613571978,2.2222222222222223,0.27068628666472583,3.4297435021321173e-16,18
72,3,8,reply_null,0,722356,6,0.6822939888730848,2.6666666666666665,0.2959090424580504,3.45186856463738e-16,18
72,3,8,reply_null,0,722356,7,0.9414913761820262,3.111111111111111,0.4267948404355473,3.5070198899895316e-16,18
72,3,8,reply_null,0,722356,8,1.0071806194220032,3.5555555555555554,0.45712381377840927,4.506761644937719e-16,18
72,3,8,reply_null,0,722356,9,1.0443684872834753,4.0,0.477256119619227,4.506769960641713e-16,18
72,3,8,reply_null,0,722356,10,1.1445932243230914,4.444444444444445,0.5315829252534661,4.508801376257564e-16,18
72,3,8,reply_null,0,722356,11,1.1661758107515645,4.888888888888889,0.5441569533089294,4.510522882667918e-16,18
72,3,8,reply_null,0,722356,12,1.3224413455485977,5.333333333333333,0.6296171805298929,4.540767633778624e-16,18
72,3,8,reply_null,0,722356,13,1.413787183773696,5.777777777777778,0.688491486637112,4.544926150972269e-16,18
72,3,8,reply_null,0,722356,14,1.4351643842325381,6.222222222222222,0.7025025471007115,4.544959126190962e-16,18
72,3,8,reply_null,0,722356,15,1.536969489471566,6.666666666666667,0.7656972775321849,4.569739431065718e-16,18
72,3,8,reply_null,0,722356,16,1.5746383254999128,7.111111111111111,0.7874529033629901,4.573219289199424e-16,18
72,3,8,reply_null,0,722356,17,1.6122998697747843,7.555555555555555,0.8145376985042233,4.573775363039575e-16,18
72,3,8,reply_null,0,722356,18,1.6541026478034107,8.0,0.8404024594201257,4.590603093633e-16,18
72,3,8,reply_null,1,722357,0,0.0,0.0,0.0,0.0,18
72,3,8,reply_null,1,722357,1,0.08732236498376769,0.4444444444444444,0.034218151236511674,2.220446049250313e-16,18
72,3,8,reply_null,1,722357,2,0.1921396376725881,0.8888888888888888,0.07566494467557856,2.2898349882893854e-16,18
72,3,8,reply_null,1,722357,3,0.21134457008319096,1.3333333333333333,0.08353144171261202,2.29802524153929e-16,18
72,3,8,reply_null,1,722357,4,0.2995847158564664,1.7777777777777777,0.12078621696017527,2.225155555230469e-16,18
72,3,8,reply_null,1,722357,5,0.35897801972061416,2.2222222222222223,0.14601316735093486,2.225951708482208e-16,18
72,3,8,reply_null,1,722357,6,0.48939251533273026,2.6666666666666665,0.2072001916180663,2.226466044980044e-16,18
72,3,8,reply_null,1,722357,7,0.534076899754739,3.111111111111111,0.2260906936535087,2.2468522306587934e-16,18
72,3,8,reply_null,1,722357,8,0.5439534197859954,3.5555555555555554,0.2301713044780663,3.6670530031024514e-16,18
72,3,8,reply_null,1,722357,9,0.6387387420920961,4.0,0.2737158628799813,3.939031053962166e-16,18
72,3,8,reply_null,1,722357,10,0.8429306501307503,4.444444444444445,0.3783321983187218,3.939139343716817e-16,18
72,3,8,reply_null,1,722357,11,0.9356963495853856,4.888888888888889,0.42411568266796057,3.961064569926645e-16,18
