case,seed,n,b,k,kprime,gap_b,q,numerical_subspace_dimension,spectral_ratio,frobenius_ratio,right_pca_normalized_error,spectral_absolute_error,frobenius_absolute_error,right_pca_absolute_error,orthogonality_error
scalar_block,2229,60,1,6,6,0.20000000000000004,6,6,1.4115224117875609,1.0558862754667857,0.995846769553449,1.4115224117875609,5.554704492990755,0.995846769553449,7.00924201741994e-16
scalar_block,2229,60,1,6,6,0.20000000000000004,8,8,1.330195559898909,1.0277288025860276,0.5264709706751117,1.330195559898909,5.406576380374774,0.5264709706751117,7.009993576345542e-16
scalar_block,2229,60,1,6,6,0.20000000000000004,10,10,1.0955601991376034,1.005638254154953,0.2864892229923386,1.0955601991376034,5.290364557687265,0.2864892229923386,7.042130183871105e-16
scalar_block,2229,60,1,6,6,0.20000000000000004,12,12,1.0918355061587357,1.004197173245671,0.22301526286983298,1.0918355061587357,5.282783458484121,0.22301526286983298,7.032676412295123e-16
scalar_block,2229,60,1,6,6,0.20000000000000004,16,16,1.0003391477352586,1.000077025799202,0.0023764603375193705,1.0003391477352586,5.26110858490688,0.0023764603375193705,7.681062859050778e-16
scalar_block,2229,60,1,6,6,0.20000000000000004,20,20,1.00000001198731,1.0000000327653198,1.0242531556237111e-06,1.00000001198731,5.260703547393684,1.0242531556237111e-06,7.872193994492497e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,6,6,1.3068358817176673,1.0497979307841605,0.7414330802219571,1.3068358817176673,5.522675517570552,0.7414330802219571,6.733340131427047e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,8,8,1.1986996069530842,1.01772207948085,0.427114751378622,1.1986996069530842,5.3539339783624245,0.427114751378622,6.778156738560953e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,10,10,1.0965177353814837,1.0052240195772149,0.18913840352953115,1.0965177353814837,5.288185392446106,0.18913840352953115,6.884375884669138e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,12,12,1.0021611530957035,1.0004769864661205,0.014845314887295347,1.0021611530957035,5.263212659337216,0.014845314887295347,6.990554422906796e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,16,16,1.0000046042946877,1.000000355075837,1.3158817987468652e-05,1.0000046042946877,5.2607052429737085,1.3158817987468652e-05,6.940744742540723e-16
scalar_block,2230,60,1,6,6,0.20000000000000004,20,20,1.0000000002394385,1.000000000168046,5.880721687390178e-09,1.0000000002394385,5.260703375909095,5.880721687390178e-09,6.948231503332563e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,6,6,1.595131816697212,1.062474142128444,0.743068489486725,1.595131816697212,5.5893613053719555,0.743068489486725,4.96761524966319e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,8,8,1.1259412886353377,1.014335970006893,0.41643043386125433,1.1259412886353377,5.336120660824575,0.41643043386125433,5.011113530367174e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,10,10,1.0755171568344133,1.004485397695285,0.20291563574168237,1.0755171568344133,5.28429972181897,0.20291563574168237,5.042847910205985e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,12,12,1.0117878982522062,1.0007776157555586,0.02891965561696619,1.0117878982522062,5.2647941808547944,0.02891965561696619,5.08536952578461e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,16,16,1.0000034103351383,1.0000008971196954,3.053158177079851e-05,1.0000034103351383,5.260708094505665,3.053158177079851e-05,5.31844677029216e-16
scalar_block,2231,60,1,6,6,0.20000000000000004,20,20,1.0000000000919087,1.0000000004104082,1.270883176474058e-08,1.0000000000919087,5.2607033771840905,1.270883176474058e-08,5.461765233879368e-16
rank_equals_kprime,2329,80,4,24,24,0.13913043478260861,6,24,,,,1.8911018070730543,3.2895585129329,1.8954265640459669,1.462731470445377e-15
rank_equals_kprime,2329,80,4,24,24,0.13913043478260861,7,28,,,,4.0851522087872414e-13,4.5209262169644177e-13,1.2434497875801753e-14,1.487323309856198e-15
rank_equals_kprime,2329,80,4,24,24,0.13913043478260861,8,28,,,,4.0851522087872414e-13,4.5209262169644177e-13,1.2434497875801753e-14,1.487323309856198e-15
rank_equals_kprime,2330,80,4,24,24,0.13913043478260861,6,24,,,,1.8867888711622527,3.193226053366786,1.5969523359087896,1.136109663410913e-15
rank_equals_kprime,2330,80,4,24,24,0.13913043478260861,7,28,,,,2.484200559868937e-10,2.484202659040571e-10,1.2434497875801753e-14,7.573539813735183e-14
rank_equals_kprime,2330,80,4,24,24,0.13913043478260861,8,29,,,,2.898644466490761e-13,3.517827932500176e-13,1.2434497875801753e-14,7.573548757731181e-14
rank_equals_kprime,2331,80,4,24,24,0.13913043478260861,6,24,,,,1.8609031266003997,3.3836879947720546,1.9271605367884854,1.5806239151719406e-15
rank_equals_kprime,2331,80,4,24,24,0.13913043478260861,7,28,,,,2.505917407569848e-12,2.5080746520675308e-12,1.2434497875801753e-14,3.1601810373349713e-15
rank_equals_kprime,2331,80,4,24,24,0.13913043478260861,8,29,,,,8.853039581221698e-14,1.0394293038369948e-13,1.509903313490213e-14,3.1941161103916795e-15
