case,trial,warm_ratio,final_ratio,surrogate_ratio,queries,exceeds_requested_factor
dense_full_rank_family,80,1.0,1.0,1.33169016895749,29,False
dense_full_rank_family,81,1.0,1.0,1.1518173708678985,29,False
dense_full_rank_family,82,1.0,1.0,1.180481762027487,29,False
dense_full_rank_family,83,1.0,1.0,1.2130549542244449,29,False
dense_full_rank_family,84,1.0,1.0,1.2822976903046457,29,False
dense_full_rank_family,85,1.0,1.0,1.1572349123141201,29,False
dense_full_rank_family,86,1.0,1.0,1.1367522691066394,29,False
dense_full_rank_family,87,1.0,1.0,1.262261278594105,29,False
dense_full_rank_family,88,1.0,1.0,1.110164595664027,29,False
dense_full_rank_family,89,1.0,1.0,1.2831477584505413,29,False
dense_full_rank_family,90,1.0,1.0,1.1104513599016628,29,False
dense_full_rank_family,91,1.0,1.0,1.374702563323447,29,False
dense_full_rank_family,92,1.0,1.0,1.1580045378681536,29,False
dense_full_rank_family,93,1.0,1.0,1.207374839369422,29,False
dense_full_rank_family,94,1.0,1.0,1.3035396481290016,29,False
dense_full_rank_family,95,1.0,1.0,1.2367090822358606,29,False
dense_full_rank_family,96,1.0,1.0,1.131763180427596,29,False
dense_full_rank_family,97,1.0,1.0,1.1411336234323934,29,False
dense_full_rank_family,98,1.0,1.0,1.182200532738841,29,False
dense_full_rank_family,99,1.0,1.0,1.1716255469859826,29,False
dense_full_rank_family,100,1.0,1.0,1.3518493552470092,29,False
dense_full_rank_family,101,1.0,1.0,1.1368373524130377,29,False
dense_full_rank_family,102,1.0,1.0,1.1606365222228585,29,False
dense_full_rank_family,103,1.0,1.0,1.168991471196608,29,False
dense_full_rank_family,104,1.0,1.0,1.1364356720402486,29,False
dense_full_rank_family,105,1.0,1.0,1.1284692318789145,29,False
dense_full_rank_family,106,1.0,1.0,1.127121514585132,29,False
dense_full_rank_family,107,1.0,1.0,1.2580807961072735,29,False
dense_full_rank_family,108,1.0,1.0,1.2237492384496005,29,False
dense_full_rank_family,109,1.0,1.0,1.131354572596219,29,False
dense_full_rank_family,110,1.0,1.0,1.1547325587013861,29,False
dense_full_rank_family,111,1.0,1.0,1.200433812567178,29,False
dense_full_rank_family,112,1.0,1.0,1.1865549860166014,29,False
dense_full_rank_family,113,1.0,1.0,1.1990535255093937,29,False
dense_full_rank_family,114,1.0,1.0,1.1154748885963743,29,False
dense_full_rank_family,115,1.0,1.0,1.1075156429133695,29,False
dense_full_rank_family,116,1.0,1.0,1.2473030359715789,29,False
dense_full_rank_family,117,1.0,1.0,1.2425819532654276,29,False
dense_full_rank_family,118,1.0,1.0,1.1165174016602692,29,False
dense_full_rank_family,119,1.0,1.0,1.18362597962191,29,False
dense_full_rank_family,120,1.0,1.0,1.3141105461791438,29,False
dense_full_rank_family,121,1.0,1.0,1.1822159646771835,29,False
dense_full_rank_family,122,1.0,1.0,1.0978222603847374,29,False
dense_full_rank_family,123,1.0,1.0,1.2235131367499825,29,False
dense_full_rank_family,124,1.0,1.0,1.1343525112141593,29,False
dense_full_rank_family,125,1.0,1.0,1.260832984668953,29,False
dense_full_rank_family,126,1.0,1.0,1.2533572146184067,29,False
dense_full_rank_family,127,1.0,1.0,1.2466641497762259,29,False
dense_full_rank_family,128,1.0,1.0,1.2042765269022466,29,False
dense_full_rank_family,129,1.0,1.0,1.1429215212542776,29,False
dense_full_rank_family,130,1.0,1.0,1.2873229459918487,29,False
dense_full_rank_family,131,1.0,1.0,1.199092880465257,29,False
dense_full_rank_family,132,1.0,1.0,1.159743312216805,29,False
dense_full_rank_family,133,1.0,1.0,1.146347449734502,29,False
dense_full_rank_family,134,1.0,1.0,1.1306781119549651,29,False
dense_full_rank_family,135,1.0,1.0,1.2897808259543486,29,False
dense_full_rank_family,136,1.0,1.0,1.0910297357643108,29,False
dense_full_rank_family,137,1.0,1.0,1.4277461963838995,29,False
dense_full_rank_family,138,1.0,1.0,1.1949437613209741,29,False
dense_full_rank_family,139,1.0,1.0,1.137161575465928,29,False
dense_full_rank_family,140,1.0,1.0,1.1878456143769658,29,False
dense_full_rank_family,141,1.0,1.0,1.1423349138265146,29,False
dense_full_rank_family,142,1.0,1.0,1.213123840141825,29,False
dense_full_rank_family,143,1.0,1.0,1.1823114398887284,29,False
dense_full_rank_family,144,1.0,1.0,1.1482800240895803,29,False
dense_full_rank_family,145,1.0,1.0,1.1223769471197322,29,False
dense_full_rank_family,146,1.0,1.0,1.132217595738532,29,False
dense_full_rank_family,147,1.0,1.0,1.2869378319317508,29,False
dense_full_rank_family,148,1.0,1.0,1.2344156356323157,29,False
dense_full_rank_family,149,1.0,1.0,1.1540711212391401,29,False
dense_full_rank_family,150,1.0,1.0,1.2105880034910748,29,False
dense_full_rank_family,151,1.0,1.0,1.1283183422587948,29,False
dense_full_rank_family,152,1.0,1.0,1.4407300290037632,29,False
dense_full_rank_family,153,1.0,1.0,1.1542390240468305,29,False
dense_full_rank_family,154,1.0,1.0,1.2161530022549503,29,False
dense_full_rank_family,155,1.0,1.0,1.25398319079332,29,False
dense_full_rank_family,156,1.0,1.0,1.142211254543925,29,False
dense_full_rank_family,157,1.0,1.0,1.1342420344985578,29,False
dense_full_rank_family,158,1.0,1.0,1.2244618841358776,29,False
dense_full_rank_family,159,1.0,1.0,1.1497875522069927,29,False
mixed_rank_family_low_rank_noise,0,1.0,1.0,1.292304791779085e-14,34,False
mixed_rank_family_low_rank_noise,1,1.0,1.0,1.365742901805967e-14,34,False
mixed_rank_family_low_rank_noise,2,1.0,1.0,1.2957319163887733e-14,34,False
mixed_rank_family_low_rank_noise,3,1.0,1.0,1.5138409028375262e-14,34,False
mixed_rank_family_low_rank_noise,4,1.0,1.0,1.3960048427026692e-14,34,False
mixed_rank_family_low_rank_noise,5,1.0,1.0,1.3312522622809308e-14,34,False
mixed_rank_family_low_rank_noise,6,1.0,1.0,1.165628788295227e-14,34,False
mixed_rank_family_low_rank_noise,7,1.0,1.0,1.133365036524854e-14,34,False
mixed_rank_family_low_rank_noise,8,1.0,1.0,1.6874268805363736e-14,34,False
mixed_rank_family_low_rank_noise,9,1.0,1.0,1.148006331454976e-14,34,False
mixed_rank_family_low_rank_noise,10,1.0,1.0,1.3811092475588073e-14,34,False
mixed_rank_family_low_rank_noise,11,1.0,1.0,1.2624302547598942e-14,34,False
mixed_rank_family_low_rank_noise,12,1.0,1.0,1.4644639284260716e-14,34,False
