n,r,s,eta,exact_probability,proved_bound,ratio
10,4,2,0.4,0.004024266989992557,0.44932896411722156,0.008956170893409623
16,4,2,0.4,0.0031489068770776127,0.44932896411722156,0.007008021134947627
100,4,2,0.4,2.611103491492491e-07,0.44932896411722156,5.811117688846123e-07
5,4,2,0.8,2.258190552957823e-06,0.20189651799465538,1.1184891029262832e-05
8,4,2,0.8,2.05018839396542e-06,0.20189651799465538,1.0154649591429271e-05
16,4,2,0.8,6.108309648691852e-09,0.20189651799465538,3.025465574821628e-08
50,4,2,0.8,6.2633111110331826e-21,0.20189651799465538,3.102238301702155e-20
5,4,4,0.03,3.6177540657025866e-05,0.8869204367171575,4.079006318868152e-05
8,4,4,0.03,0.006281332428057953,0.8869204367171575,0.007082182536358778
16,4,4,0.03,0.049607181904323026,0.8869204367171575,0.055931941412849594
134,4,4,0.03,0.16744269484564817,0.8869204367171575,0.18879111125843448
1334,4,4,0.03,0.04341554325493722,0.8869204367171575,0.04895088832954991
5,4,4,0.05,3.0443173193700084e-05,0.8187307530779818,3.718337570593303e-05
8,4,4,0.05,0.005202485198874933,0.8187307530779818,0.0063543297711933025
16,4,4,0.05,0.039669495581423436,0.8187307530779818,0.048452431317973256
80,4,4,0.05,0.10578869954387429,0.8187307530779818,0.12921060940506557
800,4,4,0.05,0.013110512386148195,0.8187307530779818,0.016013215989334476
5,4,4,0.1,1.938813543510129e-05,0.6703200460356393,2.892369928329798e-05
8,4,4,0.1,0.0031489068770776136,0.6703200460356393,0.0046976170497968275
16,4,4,0.1,0.0213798239751173,0.6703200460356393,0.03189494943730294
40,4,4,0.1,0.03730063187076666,0.6703200460356393,0.055646003862434804
400,4,4,0.1,0.0007093594556473326,0.6703200460356393,0.001058239955440058
5,4,4,0.2,7.142291801020266e-06,0.44932896411722156,1.5895462726406782e-05
8,4,4,0.2,0.0009915903794470028,0.44932896411722156,0.002206824973758681
16,4,4,0.2,0.004633900986356273,0.44932896411722156,0.010312936303717503
20,4,4,0.2,0.0050435936243469525,0.44932896411722156,0.011224724037667807
200,4,4,0.2,1.5787724296095235e-06,0.44932896411722156,3.513622658871488e-06
5,4,4,0.4,5.761568103102465e-07,0.20189651799465538,2.853723363002717e-06
8,4,4,0.4,4.318292309454507e-05,0.20189651799465538,0.0002138864182674424
10,4,4,0.4,6.473124613504987e-05,0.20189651799465538,0.000320615960978403
16,4,4,0.4,4.32276084275715e-05,0.20189651799465538,0.0002141077461708172
100,4,4,0.4,5.356605212527353e-13,0.20189651799465538,2.653143930233187e-12
5,4,4,0.8,2.009809860241237e-11,0.04076220397836621,4.930572108681627e-10
8,4,4,0.8,1.9638239935243075e-11,0.04076220397836621,4.817757142294296e-10
16,4,4,0.8,2.305880419093646e-16,0.04076220397836621,5.656908101233803e-15
50,4,4,0.8,4.054079610335295e-40,0.04076220397836621,9.945683046203594e-39
5,4,8,0.03,6.211427125589601e-09,0.7866278610665535,7.896271455689105e-09
8,4,8,0.03,0.0001641658686009791,0.7866278610665535,0.00020869572097077002
16,4,8,0.03,0.008790601193796047,0.7866278610665535,0.01117504429842755
134,4,8,0.03,0.08406667670322901,0.7866278610665535,0.1068696913293241
1334,4,8,0.03,0.007628657032532488,0.7866278610665535,0.009697923770700332
5,4,8,0.05,4.4156527839336766e-09,0.6703200460356393,6.587379879280691e-09
8,4,8,0.05,0.00011414306852373937,0.6703200460356393,0.00017028144868827427
16,4,8,0.05,0.005799851167640578,0.6703200460356393,0.008652361214529773
80,4,8,0.05,0.037091266809729025,0.6703200460356393,0.055333667893555684
800,4,8,0.05,0.0008174505193525283,0.6703200460356393,0.0012194928738697849
5,4,8,0.1,1.8085165573340877e-09,0.44932896411722156,4.024927618203307e-09
8,4,8,0.1,4.3227608427571506e-05,0.44932896411722156,9.620481179640632e-05
16,4,8,0.1,0.001817373052905108,0.44932896411722156,0.004044638111579625
40,4,8,0.1,0.00541370526791927,0.44932896411722156,0.012048422648549615
400,4,8,0.1,3.0787689059316306e-06,0.44932896411722156,6.85192620952082e-06
5,4,8,0.2,2.5021589406615145e-10,0.20189651799465538,1.2393274364086614e-09
8,4,8,0.2,4.571477750696295e-06,0.20189651799465538,2.26426775265996e-05
16,4,8,0.2,9.839275883372043e-05,0.20189651799465538,0.0004873425248291062
20,4,8,0.2,0.00011795553804903963,0.20189651799465538,0.000584237604593865
200,4,8,0.2,2.01911221299818e-11,0.20189651799465538,1.0000728259472162e-10
5,4,8,0.4,1.6911370648951398e-12,0.04076220397836621,4.1487871111990893e-11
8,4,8,0.4,9.784627301610896e-09,0.04076220397836621,2.400416647442299e-07
10,4,8,0.4,2.2597978517083695e-08,0.04076220397836621,5.543855903639841e-07
16,4,8,0.4,1.097300560367434e-08,0.04076220397836621,2.6919559132519087e-07
100,4,8,0.4,3.1215381634147983e-24,0.04076220397836621,7.65792292554028e-23
5,4,8,0.8,2.213485676769118e-21,0.001661557273173934,1.3321753709644216e-18
8,4,8,0.8,2.5063256032090663e-21,0.001661557273173934,1.5084196275831299e-18
16,4,8,0.8,4.591168328582303e-31,0.001661557273173934,2.763171876592721e-28
50,4,8,0.8,2.3897562966702876e-78,0.001661557273173934,1.4382629688745762e-75
5,4,16,0.03,2.5308788200762914e-16,0.6187833918061408,4.090088476177448e-16
8,4,16,0.03,1.4994515577292097e-07,0.6187833918061408,2.4232252797744354e-07
16,4,16,0.03,0.00035200895211422325,0.6187833918061408,0.0005688726568545402
134,4,16,0.03,0.025036544327838684,0.6187833918061408,0.04046091840758778
1334,4,16,0.03,0.00029691284098950875,0.6187833918061408,0.000479833242005514
5,4,16,0.05,1.2846209533301446e-16,0.44932896411722156,2.8589765092352493e-16
8,4,16,0.05,7.36310487443695e-08,0.44932896411722156,1.6386891258841827e-07
16,4,16,0.05,0.0001591923839841471,0.44932896411722156,0.0003542891660610082
80,4,16,0.05,0.005568883535972094,0.44932896411722156,0.01239377823531375
800,4,16,0.05,4.128621586151616e-06,0.44932896411722156,9.188416318237912e-06
5,4,16,0.1,2.1784250358531586e-17,0.20189651799465538,1.0789809836694787e-16
8,4,16,0.1,1.0973005603674341e-08,0.20189651799465538,5.434965254806831e-08
16,4,16,0.1,1.712200157054216e-05,0.20189651799465538,8.480582894943942e-05
40,4,16,0.1,0.00014578353491577899,0.20189651799465538,0.0007220705753807908
400,4,16,0.1,7.79558356242345e-11,0.20189651799465538,3.861177815176493e-10
5,4,16,0.2,4.260197728289179e-19,0.04076220397836621,1.0451342941491094e-17
8,4,16,0.2,1.320626588408575e-10,0.04076220397836621,3.239831165923887e-09
16,4,16,0.2,5.9223094789849386e-08,0.04076220397836621,1.4528923612982496e-06
20,4,16,0.2,8.593308249221758e-08,0.04076220397836621,2.1081559411710165e-06
200,4,16,0.2,4.547909651577403e-21,0.04076220397836621,1.115717308610477e-19
5,4,16,0.4,2.0290220759142997e-23,0.001661557273173934,1.2211568681219327e-20
8,4,16,0.4,6.923629547504898e-16,0.001661557273173934,4.1669520872303536e-13
10,4,16,0.4,3.786577801602591e-15,0.001661557273173934,2.2789330604110975e-12
16,4,16,0.4,9.712894855093442e-16,0.001661557273173934,5.845657571911265e-13
100,4,16,0.4,1.4822165270633413e-46,0.001661557273173934,8.920646618650629e-44
5,4,16,0.8,3.763168937614004e-41,2.7607725720371986e-06,1.3630854550388146e-35
8,4,16,0.8,5.722088178159203e-41,2.7607725720371986e-06,2.0726401863435e-35
16,4,16,0.8,2.557578350259808e-60,2.7607725720371986e-06,9.263995072120512e-55
50,4,16,0.8,1.1712481814948018e-154,2.7607725720371986e-06,4.242465291628595e-149
5,4,32,0.03,5.867348748631691e-31,0.38289288597511206,1.532373403514493e-30
8,4,32,0.03,1.7097608440762744e-13,0.38289288597511206,4.4653763668709384e-13
16,4,32,0.03,7.444246072474006e-07,0.38289288597511206,1.9442111214774254e-06
134,4,32,0.03,0.002733392251785598,0.38289288597511206,0.00713879090447052
1334,4,32,0.03,5.890380476732788e-07,0.38289288597511206,1.5383885918203404e-06
5,4,32,0.05,1.5186693060760066e-31,0.20189651799465538,7.52201831492809e-31
8,4,32,0.05,4.1941954866982606e-14,0.20189651799465538,2.0773986239868136e-13
16,4,32,0.05,1.5907583412988188e-07,0.20189651799465538,7.879077643830041e-07
80,4,32,0.05,0.0001596236651119457,0.20189651799465538,0.0007906211890002544
800,4,32,0.05,1.4124596401390214e-10,0.20189651799465538,6.99595839575803e-10
5,4,32,0.1,4.417709643355966e-33,0.04076220397836621,1.083775952276914e-31
8,4,32,0.1,9.712894855093444e-16,0.04076220397836621,2.3828188633392797e-14
16,4,32,0.1,2.0403381883556427e-09,0.04076220397836621,5.005465821815019e-08
40,4,32,0.1,1.3984548687186264e-07,0.04076220397836621,3.4307636296134297e-06
400,4,32,0.1,6.864091915001108e-20,0.04076220397836621,1.6839354218049884e-18
5,4,32,0.2,1.7282892048603605e-36,0.001661557273173934,1.0401622819530946e-33
8,4,32,0.2,1.5230698557011049e-19,0.001661557273173934,9.166520349862583e-17
16,4,32,0.2,2.930719657742985e-14,0.001661557273173934,1.7638390834067826e-11
20,4,32,0.2,6.220495917272198e-14,0.001661557273173934,3.743774600913819e-11
200,4,32,0.2,3.2163867836404407e-40,0.001661557273173934,1.9357664256113457e-37
5,4,32,0.4,4.0967137638399225e-45,2.7607725720371986e-06,1.4839012113253938e-39
8,4,32,0.4,4.8328070372359104e-30,2.7607725720371986e-06,1.750527039490884e-24
10,4,32,0.4,1.4800188253705163e-28,2.7607725720371986e-06,5.360886443023437e-23
16,4,32,0.4,1.0589647826636292e-29,2.7607725720371986e-06,3.835755228045495e-24
100,4,32,0.4,4.698373046081512e-91,2.7607725720371986e-06,1.7018327020738766e-85
5,4,32,0.8,1.5311744759410858e-80,7.62186519451289e-12,2.0089235861103975e-69
8,4,32,0.8,4.198458293712658e-80,7.62186519451289e-12,5.508439452242214e-69
16,4,32,0.8,1.118720174620542e-118,7.62186519451289e-12,1.4677774351426833e-107
50,4,32,0.8,3.9735274053842404e-307,7.62186519451289e-12,5.213326795972264e-296
9,8,1,0.03,0.0004964170239617688,0.9417645335842487,0.0005271137383698897
16,8,1,0.03,0.04430797119822325,0.9417645335842487,0.04704782312155264
32,8,1,0.03,0.13071741350984728,0.9417645335842487,0.13880052693463796
267,8,1,0.03,0.25227304310899556,0.9417645335842487,0.2678727368813445
2667,8,1,0.03,0.11389838168335963,0.9417645335842487,0.12094146426376383
9,8,1,0.05,0.00045565245385266836,0.9048374180359595,0.0005035738407477752
16,8,1,0.05,0.04010737768615469,0.9048374180359595,0.04432550741901432
32,8,1,0.05,0.11549779760312191,0.9048374180359595,0.1276448070127576
160,8,1,0.05,0.19364352311630914,0.9048374180359595,0.21400919022185427
1600,8,1,0.05,0.05868327327126784,0.9048374180359595,0.0648550469968912
9,8,1,0.1,0.00036452939571823356,0.8187307530779818,0.0004452372093607105
16,8,1,0.1,0.030789275359657444,0.8187307530779818,0.03760610584603856
32,8,1,0.1,0.08232069073178161,0.8187307530779818,0.10054671871344839
80,8,1,0.1,0.10862224144664454,0.8187307530779818,0.13267150530047156
800,8,1,0.1,0.01229336400787492,0.8187307530779818,0.015015148706285389
9,8,1,0.2,0.00022340548083861088,0.6703200460356393,0.0003332818139034633
16,8,1,0.2,0.016829841748957533,0.6703200460356393,0.025107173578489
32,8,1,0.2,0.03620240810553753,0.6703200460356393,0.0540076465259294
40,8,1,0.2,0.03748284524042072,0.6703200460356393,0.05591783426752517
400,8,1,0.2,0.000512974991004026,0.6703200460356393,0.0007652687608521144
9,8,1,0.4,6.63810715647994e-05,0.44932896411722156,0.00014773379164464861
16,8,1,0.4,0.003338616949228422,0.44932896411722156,0.007430228665066512
20,8,1,0.4,0.004024266989992557,0.44932896411722156,0.008956170893409623
32,8,1,0.4,0.0031489068770776127,0.44932896411722156,0.007008021134947627
200,8,1,0.4,2.611103491492491e-07,0.44932896411722156,5.811117688846123e-07
9,8,1,0.8,5.567497457296996e-07,0.20189651799465538,2.7575995428729385e-06
10,8,1,0.8,2.258190552957823e-06,0.20189651799465538,1.1184891029262832e-05
16,8,1,0.8,2.05018839396542e-06,0.20189651799465538,1.0154649591429271e-05
32,8,1,0.8,6.108309648691852e-09,0.20189651799465538,3.025465574821628e-08
100,8,1,0.8,6.2633111110331826e-21,0.20189651799465538,3.102238301702155e-20
9,8,2,0.03,8.785976220736296e-07,0.8869204367171575,9.906160526931437e-07
16,8,2,0.03,0.006281332428057953,0.8869204367171575,0.007082182536358778
32,8,2,0.03,0.049607181904323026,0.8869204367171575,0.055931941412849594
267,8,2,0.03,0.16745069920736344,0.8869204367171575,0.18880013615106733
2667,8,2,0.03,0.04344002285999457,0.8869204367171575,0.048978489007179986
9,8,2,0.05,7.414832546163932e-07,0.8187307530779818,9.056496923180422e-07
16,8,2,0.05,0.005202485198874933,0.8187307530779818,0.0063543297711933025
32,8,2,0.05,0.039669495581423436,0.8187307530779818,0.048452431317973256
160,8,2,0.05,0.10578869954387429,0.8187307530779818,0.12921060940506557
1600,8,2,0.05,0.013110512386148195,0.8187307530779818,0.016013215989334476
9,8,2,0.1,4.765843251833141e-07,0.6703200460356393,7.109802668171664e-07
16,8,2,0.1,0.0031489068770776136,0.6703200460356393,0.0046976170497968275
32,8,2,0.1,0.0213798239751173,0.6703200460356393,0.03189494943730294
80,8,2,0.1,0.03730063187076666,0.6703200460356393,0.055646003862434804
800,8,2,0.1,0.0007093594556473326,0.6703200460356393,0.001058239955440058
9,8,2,0.2,1.8052344206788672e-07,0.44932896411722156,4.0176230887442083e-07
16,8,2,0.2,0.0009915903794470028,0.44932896411722156,0.002206824973758681
32,8,2,0.2,0.004633900986356273,0.44932896411722156,0.010312936303717503
40,8,2,0.2,0.0050435936243469525,0.44932896411722156,0.011224724037667807
400,8,2,0.2,1.5787724296095235e-06,0.44932896411722156,3.513622658871488e-06
9,8,2,0.4,1.620825497843666e-08,0.20189651799465538,8.028001245106032e-08
16,8,2,0.4,4.318292309454507e-05,0.20189651799465538,0.0002138864182674424
20,8,2,0.4,6.473124613504987e-05,0.20189651799465538,0.000320615960978403
32,8,2,0.4,4.32276084275715e-05,0.20189651799465538,0.0002141077461708172
200,8,2,0.4,5.356605212527353e-13,0.20189651799465538,2.653143930233187e-12
9,8,2,0.8,1.1787063532441063e-12,0.04076220397836621,2.8916649204485678e-11
10,8,2,0.8,2.009809860241237e-11,0.04076220397836621,4.930572108681627e-10
16,8,2,0.8,1.9638239935243075e-11,0.04076220397836621,4.817757142294296e-10
32,8,2,0.8,2.305880419093646e-16,0.04076220397836621,5.656908101233803e-15
100,8,2,0.8,4.054079610335295e-40,0.04076220397836621,9.945683046203594e-39
9,8,4,0.03,3.784938896267267e-12,0.7866278610665535,4.811600355898198e-12
16,8,4,0.03,0.0001641658686009791,0.7866278610665535,0.00020869572097077002
32,8,4,0.03,0.008790601193796047,0.7866278610665535,0.01117504429842755
267,8,4,0.03,0.08406944728100528,0.7866278610665535,0.10687321342396808
2667,8,4,0.03,0.0076365437661965185,0.7866278610665535,0.009707949774169543
9,8,4,0.05,2.7012174099443627e-12,0.6703200460356393,4.029742845853584e-12
16,8,4,0.05,0.00011414306852373937,0.6703200460356393,0.00017028144868827427
32,8,4,0.05,0.005799851167640578,0.6703200460356393,0.008652361214529773
160,8,4,0.05,0.037091266809729025,0.6703200460356393,0.055333667893555684
1600,8,4,0.05,0.0008174505193525283,0.6703200460356393,0.0012194928738697849
9,8,4,0.1,1.1215695828653274e-12,0.44932896411722156,2.4960990108190107e-12
16,8,4,0.1,4.3227608427571506e-05,0.44932896411722156,9.620481179640632e-05
32,8,4,0.1,0.001817373052905108,0.44932896411722156,0.004044638111579625
80,8,4,0.1,0.00541370526791927,0.44932896411722156,0.012048422648549615
800,8,4,0.1,3.0787689059316306e-06,0.44932896411722156,6.85192620952082e-06
9,8,4,0.2,1.6254422351149886e-13,0.20189651799465538,8.050868094505807e-13
16,8,4,0.2,4.571477750696295e-06,0.20189651799465538,2.26426775265996e-05
32,8,4,0.2,9.839275883372043e-05,0.20189651799465538,0.0004873425248291062
40,8,4,0.2,0.00011795553804903963,0.20189651799465538,0.000584237604593865
400,8,4,0.2,2.01911221299818e-11,0.20189651799465538,1.0000728259472162e-10
9,8,4,0.4,1.3366085364891459e-15,0.04076220397836621,3.2790389283134104e-14
16,8,4,0.4,9.784627301610896e-09,0.04076220397836621,2.400416647442299e-07
20,8,4,0.4,2.2597978517083695e-08,0.04076220397836621,5.543855903639841e-07
32,8,4,0.4,1.097300560367434e-08,0.04076220397836621,2.6919559132519087e-07
200,8,4,0.4,3.1215381634147983e-24,0.04076220397836621,7.65792292554028e-23
9,8,4,0.8,7.349396638252104e-24,0.001661557273173934,4.423197898085791e-21
10,8,4,0.8,2.213485676769118e-21,0.001661557273173934,1.3321753709644216e-18
16,8,4,0.8,2.5063256032090663e-21,0.001661557273173934,1.5084196275831299e-18
32,8,4,0.8,4.591168328582303e-31,0.001661557273173934,2.763171876592721e-28
100,8,4,0.8,2.3897562966702876e-78,0.001661557273173934,1.4382629688745762e-75
9,8,8,0.03,9.779145517116984e-23,0.6187833918061408,1.5803826745532143e-22
16,8,8,0.03,1.4994515577292097e-07,0.6187833918061408,2.4232252797744354e-07
32,8,8,0.03,0.00035200895211422325,0.6187833918061408,0.0005688726568545402
267,8,8,0.03,0.025036904017052577,0.6187833918061408,0.040461499692119096
2667,8,8,0.03,0.0002974936713782457,0.6187833918061408,0.0004807719071287675
9,8,8,0.05,4.991959561885979e-23,0.44932896411722156,1.1109810318356574e-22
16,8,8,0.05,7.36310487443695e-08,0.44932896411722156,1.6386891258841827e-07
32,8,8,0.05,0.0001591923839841471,0.44932896411722156,0.0003542891660610082
160,8,8,0.05,0.005568883535972094,0.44932896411722156,0.01239377823531375
1600,8,8,0.05,4.128621586151616e-06,0.44932896411722156,9.188416318237912e-06
9,8,8,0.1,8.654037310971401e-24,0.20189651799465538,4.2863727403166465e-23
16,8,8,0.1,1.0973005603674341e-08,0.20189651799465538,5.434965254806831e-08
32,8,8,0.1,1.712200157054216e-05,0.20189651799465538,8.480582894943942e-05
80,8,8,0.1,0.00014578353491577899,0.20189651799465538,0.0007220705753807908
800,8,8,0.1,7.79558356242345e-11,0.20189651799465538,3.861177815176493e-10
9,8,8,0.2,1.8378300501823517e-25,0.04076220397836621,4.508662120325353e-24
16,8,8,0.2,1.320626588408575e-10,0.04076220397836621,3.239831165923887e-09
32,8,8,0.2,5.9223094789849386e-08,0.04076220397836621,1.4528923612982496e-06
40,8,8,0.2,8.593308249221758e-08,0.04076220397836621,2.1081559411710165e-06
400,8,8,0.2,4.547909651577403e-21,0.04076220397836621,1.115717308610477e-19
9,8,8,0.4,1.2700880678571772e-29,0.001661557273173934,7.643962013003827e-27
16,8,8,0.4,6.923629547504898e-16,0.001661557273173934,4.1669520872303536e-13
20,8,8,0.4,3.786577801602591e-15,0.001661557273173934,2.2789330604110975e-12
32,8,8,0.4,9.712894855093442e-16,0.001661557273173934,5.845657571911265e-13
200,8,8,0.4,1.4822165270633413e-46,0.001661557273173934,8.920646618650629e-44
9,8,8,0.8,4.0064191376897106e-46,2.7607725720371986e-06,1.451194922127663e-40
10,8,8,0.8,3.763168937614004e-41,2.7607725720371986e-06,1.3630854550388146e-35
16,8,8,0.8,5.722088178159203e-41,2.7607725720371986e-06,2.0726401863435e-35
32,8,8,0.8,2.557578350259808e-60,2.7607725720371986e-06,9.263995072120512e-55
100,8,8,0.8,1.1712481814948018e-154,2.7607725720371986e-06,4.242465291628595e-149
9,8,16,0.03,9.154809357446867e-44,0.38289288597511206,2.3909583313704935e-43
16,8,16,0.03,1.7097608440762744e-13,0.38289288597511206,4.4653763668709384e-13
32,8,16,0.03,7.444246072474006e-07,0.38289288597511206,1.9442111214774254e-06
267,8,16,0.03,0.0027333509284899376,0.38289288597511206,0.007138682980564973
2667,8,16,0.03,5.912694660449197e-07,0.38289288597511206,1.5442163793122864e-06
9,8,16,0.05,2.391173445591139e-44,0.20189651799465538,1.1843559608365502e-43
16,8,16,0.05,4.1941954866982606e-14,0.20189651799465538,2.0773986239868136e-13
32,8,16,0.05,1.5907583412988188e-07,0.20189651799465538,7.879077643830041e-07
160,8,16,0.05,0.0001596236651119457,0.20189651799465538,0.0007906211890002544
1600,8,16,0.05,1.4124596401390214e-10,0.20189651799465538,6.99595839575803e-10
9,8,16,0.1,7.2285422410364e-46,0.04076220397836621,1.77334430809306e-44
16,8,16,0.1,9.712894855093444e-16,0.04076220397836621,2.3828188633392797e-14
32,8,16,0.1,2.0403381883556427e-09,0.04076220397836621,5.005465821815019e-08
80,8,16,0.1,1.3984548687186264e-07,0.04076220397836621,3.4307636296134297e-06
800,8,16,0.1,6.864091915001108e-20,0.04076220397836621,1.6839354218049884e-18
9,8,16,0.2,3.2981643184970816e-49,0.001661557273173934,1.9849838291742265e-46
16,8,16,0.2,1.5230698557011049e-19,0.001661557273173934,9.166520349862583e-17
32,8,16,0.2,2.930719657742985e-14,0.001661557273173934,1.7638390834067826e-11
40,8,16,0.2,6.220495917272198e-14,0.001661557273173934,3.743774600913819e-11
400,8,16,0.2,3.2163867836404407e-40,0.001661557273173934,1.9357664256113457e-37
9,8,16,0.4,1.6116444030011888e-57,2.7607725720371986e-06,5.837657253353333e-52
16,8,16,0.4,4.8328070372359104e-30,2.7607725720371986e-06,1.750527039490884e-24
20,8,16,0.4,1.4800188253705163e-28,2.7607725720371986e-06,5.360886443023437e-23
32,8,16,0.4,1.0589647826636292e-29,2.7607725720371986e-06,3.835755228045495e-24
200,8,16,0.4,4.698373046081512e-91,2.7607725720371986e-06,1.7018327020738766e-85
9,8,16,0.8,1.676460804626058e-90,7.62186519451289e-12,2.199541400749216e-79
10,8,16,0.8,1.5311744759410858e-80,7.62186519451289e-12,2.0089235861103975e-69
16,8,16,0.8,4.198458293712658e-80,7.62186519451289e-12,5.508439452242214e-69
32,8,16,0.8,1.118720174620542e-118,7.62186519451289e-12,1.4677774351426833e-107
100,8,16,0.8,3.9735274053842404e-307,7.62186519451289e-12,5.213326795972264e-296
9,8,32,0.03,1.1297012915341423e-85,0.14660696213035015,7.705645592258506e-85
16,8,32,0.03,3.0837868677546753e-25,0.14660696213035015,2.1034382153098843e-24
32,8,32,0.03,4.510281319159248e-12,0.14660696213035015,3.0764441562803126e-11
267,8,32,0.03,4.176445198777593e-05,0.14660696213035015,0.00028487359250130707
2667,8,32,0.03,3.1513837352979216e-12,0.14660696213035015,2.1495457579265476e-11
9,8,32,0.05,7.725688987768549e-87,0.04076220397836621,1.895306983859071e-85
16,8,32,0.05,1.889627737728183e-26,0.04076220397836621,4.635734953711208e-25
32,8,32,0.05,2.1606435886963014e-13,0.04076220397836621,5.300605408488273e-12
160,8,32,0.05,1.7288234890867793e-07,0.04076220397836621,4.241241445149337e-06
1600,8,32,0.05,2.2673690318090444e-19,0.04076220397836621,5.562429924084598e-18
9,8,32,0.1,7.102825156415219e-90,0.001661557273173934,4.274800075261496e-87
16,8,32,0.1,1.0589647826636293e-29,0.001661557273173934,6.373326997273934e-27
32,8,32,0.1,3.973951938500918e-17,0.001661557273173934,2.3917032549289195e-14
80,8,32,0.1,1.7477823605538927e-13,0.001661557273173934,1.0518941409797149e-10
800,8,32,0.1,7.406995247611703e-38,0.001661557273173934,4.457863335317199e-35
9,8,32,0.2,1.4964390203992995e-96,2.7607725720371986e-06,5.420363254677889e-91
16,8,32,0.2,2.829009929449495e-37,2.7607725720371986e-06,1.0247167615700932e-31
32,8,32,0.2,9.953696344457467e-27,2.7607725720371986e-06,3.605402504094188e-21
40,8,32,0.2,4.51666453163556e-26,2.7607725720371986e-06,1.6360147073986155e-20
400,8,32,0.2,2.257987573810361e-78,2.7607725720371986e-06,8.178825002394789e-73
9,8,32,0.4,3.658044385487802e-113,7.62186519451289e-12,4.799408402186502e-102
16,8,32,0.4,3.3047314062577186e-58,7.62186519451289e-12,4.3358565415678707e-47
20,8,32,0.4,3.1708307298282867e-55,7.62186519451289e-12,4.160176871287387e-44
32,8,32,0.4,1.7649256878191943e-57,7.62186519451289e-12,2.3156086374891466e-46
200,8,32,0.4,6.656171079252107e-180,7.62186519451289e-12,8.73299502075161e-169
9,8,32,0.8,4.1421785763012095e-179,5.809282904332702e-23,7.130275189751688e-157
10,8,32,0.8,3.5765698368112857e-159,5.809282904332702e-23,6.15664600211464e-137
16,8,32,0.8,3.188941451086015e-158,5.809282904332702e-23,5.489389144239517e-136
32,8,32,0.8,3.0219906165702693e-235,5.809282904332702e-23,5.202002839827953e-213
100,8,32,0.8,0.0,5.809282904332702e-23,0.0
17,16,1,0.03,1.1593094052800122e-08,0.8869204367171575,1.3071177044595722e-08
32,16,1,0.03,0.006281332428057953,0.8869204367171575,0.007082182536358778
64,16,1,0.03,0.049607181904323026,0.8869204367171575,0.055931941412849594
534,16,1,0.03,0.16745069920736344,0.8869204367171575,0.18880013615106733
5334,16,1,0.03,0.04344002285999457,0.8869204367171575,0.048978489007179986
17,16,1,0.05,9.798435205583167e-09,0.8187307530779818,1.1967835785752992e-08
32,16,1,0.05,0.005202485198874933,0.8187307530779818,0.0063543297711933025
64,16,1,0.05,0.039669495581423436,0.8187307530779818,0.048452431317973256
320,16,1,0.05,0.10578869954387429,0.8187307530779818,0.12921060940506557
3200,16,1,0.05,0.013110512386148195,0.8187307530779818,0.016013215989334476
17,16,1,0.1,6.327547066015117e-09,0.6703200460356393,9.439590988568907e-09
32,16,1,0.1,0.0031489068770776136,0.6703200460356393,0.0046976170497968275
64,16,1,0.1,0.0213798239751173,0.6703200460356393,0.03189494943730294
160,16,1,0.1,0.03730063187076666,0.6703200460356393,0.055646003862434804
1600,16,1,0.1,0.0007093594556473326,0.6703200460356393,0.001058239955440058
17,16,1,0.2,2.4309870985410693e-09,0.44932896411722156,5.410261284440302e-09
32,16,1,0.2,0.0009915903794470028,0.44932896411722156,0.002206824973758681
64,16,1,0.2,0.004633900986356273,0.44932896411722156,0.010312936303717503
80,16,1,0.2,0.0050435936243469525,0.44932896411722156,0.011224724037667807
800,16,1,0.2,1.5787724296095235e-06,0.44932896411722156,3.513622658871488e-06
17,16,1,0.4,2.3042076592226237e-10,0.20189651799465538,1.1412815248669226e-09
32,16,1,0.4,4.318292309454507e-05,0.20189651799465538,0.0002138864182674424
40,16,1,0.4,6.473124613504987e-05,0.20189651799465538,0.000320615960978403
64,16,1,0.4,4.32276084275715e-05,0.20189651799465538,0.0002141077461708172
400,16,1,0.4,5.356605212527353e-13,0.20189651799465538,2.653143930233187e-12
17,16,1,0.8,2.424089430981846e-14,0.04076220397836621,5.946904716605576e-13
20,16,1,0.8,2.009809860241237e-11,0.04076220397836621,4.930572108681627e-10
32,16,1,0.8,1.9638239935243075e-11,0.04076220397836621,4.817757142294296e-10
64,16,1,0.8,2.305880419093646e-16,0.04076220397836621,5.656908101233803e-15
200,16,1,0.8,4.054079610335295e-40,0.04076220397836621,9.945683046203594e-39
17,16,2,0.03,6.710731759202859e-16,0.7866278610665535,8.5310120469215e-16
32,16,2,0.03,0.0001641658686009791,0.7866278610665535,0.00020869572097077002
64,16,2,0.03,0.008790601193796047,0.7866278610665535,0.01117504429842755
534,16,2,0.03,0.08406944728100528,0.7866278610665535,0.10687321342396808
5334,16,2,0.03,0.0076365437661965185,0.7866278610665535,0.009707949774169543
17,16,2,0.05,4.798781538049165e-16,0.6703200460356393,7.158940817046706e-16
32,16,2,0.05,0.00011414306852373937,0.6703200460356393,0.00017028144868827427
64,16,2,0.05,0.005799851167640578,0.6703200460356393,0.008652361214529773
320,16,2,0.05,0.037091266809729025,0.6703200460356393,0.055333667893555684
3200,16,2,0.05,0.0008174505193525283,0.6703200460356393,0.0012194928738697849
