family,trial,n,k,epsilon,steps,queries,query_bound,residual_ratio,meets_target,orthogonality_error
large_dynamic_range,24,96,4,0.1,4,40,40,1.0000000000402722,True,2.194419309900977e-15
large_dynamic_range,24,96,4,0.1,8,72,72,1.000000000000023,True,2.1597906177064207e-15
large_dynamic_range,25,96,4,0.1,2,24,24,1.000000778978952,True,2.039390625862606e-15
large_dynamic_range,25,96,4,0.1,4,40,40,1.0000000000354101,True,2.0325692166198623e-15
large_dynamic_range,25,96,4,0.1,8,72,72,1.0000000000000606,True,1.6335565043679367e-15
large_dynamic_range,26,96,4,0.1,2,24,24,1.0000520550434546,True,1.7159871163483698e-15
large_dynamic_range,26,96,4,0.1,4,40,40,1.0000000000313052,True,9.838054158699982e-16
large_dynamic_range,26,96,4,0.1,8,72,72,0.9999999999999608,True,9.920153124881597e-16
large_dynamic_range,27,96,4,0.1,2,24,24,1.000076370125528,True,9.327083441287002e-16
large_dynamic_range,27,96,4,0.1,4,40,40,1.0000000093756416,True,1.0621101200408279e-15
large_dynamic_range,27,96,4,0.1,8,72,72,1.0000000000000961,True,1.4919192125099096e-15
large_dynamic_range,28,96,4,0.1,2,24,24,1.0000561996085828,True,1.4980070416362975e-15
large_dynamic_range,28,96,4,0.1,4,40,40,1.0000000004188505,True,1.2053194034222119e-15
large_dynamic_range,28,96,4,0.1,8,72,72,1.0000000000000226,True,1.234077376560862e-15
large_dynamic_range,29,96,4,0.1,2,24,24,1.0000063309813076,True,1.3818276292204988e-15
large_dynamic_range,29,96,4,0.1,4,40,40,1.000000000016178,True,1.2226617239076033e-15
large_dynamic_range,29,96,4,0.1,8,72,72,0.9999999999999901,True,1.956604412087654e-15
